speaker,transcript
Joey Tribbiani,Wh-wh-what's going on? Wh-what's this about L.A.?
Joey Tribbiani,"But, but wh-what about us?"
Joey Tribbiani,"Well, so, stay for the museums!"
Joey Tribbiani,"Well can you at least stay to the end of the play? I mean, I'll go to the airport with ya, I-I wanna say good bye."
Joey Tribbiani,In a minute!!
Joey Tribbiani,"Yeah, I guess it is. Listen, I ah, I gotta say good bye, and-and I gotta say it quick 'cause this is killing me. One thing you gotta know, is that I will never forget you. But, you've got things you have to do now, and so do I. And so... I'm gonna get on this spaceship, and I'm gonna go to Blargon 7 in search of alternative fuels. But when I return, 200 years from now, you'll be long gone. But I won't have aged at all. So you tell your great-great-granddaughter to look me up, because Adrienne, baby, I'm gonna want to meet her."
Joey Tribbiani,"Hey, wouldn't be cool if our duck and chick had a little baby? We could call it Chuck."
Joey Tribbiani,What was it?
Joey Tribbiani,"No, it's too wrinkly to be a mole."
Joey Tribbiani,"Yeah, right."
Joey Tribbiani,"So Pheebs, do they know about each other?"
Joey Tribbiani,Hey.
Joey Tribbiani,Well?!
Joey Tribbiani,Well what is it?!
Joey Tribbiani,"Oh! Maybe they'll name yours after you! Y'know, they'll call it, The Ross. And then people would be like, ""Awww, he's got a Ross."""
Joey Tribbiani,"Whoa, that doesn't necessarily mean that he's breaking up with you."
Joey Tribbiani,"Yeah, maybe he just cheated on you."
Joey Tribbiani,"Or ha-ha, we could go over there and pee on them."
Joey Tribbiani,"Whoa-whoa-whoa. What ah, what happened to playing the field?"
Joey Tribbiani,"Okay, good, so there you go. Go with Vince."
Joey Tribbiani,"Oh sure, go with the sissy."
Joey Tribbiani,"Oh no-no-no-no, I meant Chandler."
Joey Tribbiani,"Whoa! For a rich guy he's got, that's a pretty small TV."
Joey Tribbiani,Look at this! A millionaire's checkbook.
Joey Tribbiani,"Hi, how ya doing?"
Joey Tribbiani,"Wow! Look at this! He wrote a check for 50,000 dollars to Hugo Ligrens Ring Design. Oh, sorry, what do you think the good news is?"
Joey Tribbiani,"Yeah, yeah. He's got a, he's got a really bad cough, and our vet, he can't do anything about it. Is there something you can do?"
Joey Tribbiani,Tell us!
Joey Tribbiani,So you're the gynaecologist?
Joey Tribbiani,"And it's not fake, it's totally brutal."
Joey Tribbiani,"What? My hands are totally clean, I just gave the duck a bath."
Joey Tribbiani,"Yeah, maybe it's like y'know, that jock thing. Y'know how football players pat each other after touchdowns."
Joey Tribbiani,Yeah. What are we getting?
Joey Tribbiani,"Yeah, or you can teach him a lesson. Y'know? What you could do is you could rub something that really smells on your butt, all right? Then, when he goes to smack ya, his hand will smell. Now what could you rub on your butt that would smell bad?"
Joey Tribbiani,"Hey, the fight's starting!"
Joey Tribbiani,Fight's over!
Joey Tribbiani,"Check it out, he's winning! Pete's winning!"
Joey Tribbiani,No-o-o!!
Joey Tribbiani,"Yeah, sure. Well y'know, earlier she was talking about geography."
Joey Tribbiani,"Well, I think we all learned something."
Joey Tribbiani,That you're actually 50?
Joey Tribbiani,"Hey, Bonnie had sex there!"
Joey Tribbiani,Hey!
Joey Tribbiani,"No, it's just my luggage."
Joey Tribbiani,Woo-hoo! All right! Yeah!
Joey Tribbiani,"Hey-hey, check out the hat!"
Joey Tribbiani,"Hey, y'know what a really good rainy day game is?"
Joey Tribbiani,"I mean naked game. Strip poker, we should totally play strip poker."
Joey Tribbiani,"Come on! When you go away, you-you have to play, it's like a law!"
Joey Tribbiani,"Hey, you know what naked card game is never boring?"
Joey Tribbiani,What?
Joey Tribbiani,"Okay, all right."
Joey Tribbiani,Fan out! Fan out!
Joey Tribbiani,OH YES!!!!!
Joey Tribbiani,"Yeah, well, I couldn't find any cards, so it was either this or Strip Bag Of Old Knitting Stuff."
Joey Tribbiani,"All right, relax. It's just a shoe."
Joey Tribbiani,Fine. Gang up on me! I got you all right where I want you.
Joey Tribbiani,"Actually, y'know it's kinda cold, so how about I keep my boxers on, and give you all a peek at the good stuff?"
Joey Tribbiani,We're playing Strip Happy Days Game!
Joey Tribbiani,"What's the matter, Pheebs?"
Joey Tribbiani,What?!
Joey Tribbiani,But I made cards!!
Joey Tribbiani,Wanna play strip poker for practice?
Joey Tribbiani,"I'm telling ya, you guys are totally getting back together!"
Joey Tribbiani,"So let me get this straight. If you go with Bonnie tonight, you're doing the smart, healthy thing and moving on."
Joey Tribbiani,"Right, and you go with Rachel, Bonnie's free tonight?"
Joey Tribbiani,"Whoa, wait, Pheebs, wait a second! Don't you wanna stay here and talk about it?"
Joey Tribbiani,"Hey, you guys! Take a look at this! Check this baby out, dug me a hole!"
Joey Tribbiani,Oh no! No!! My hole!!
Joey Tribbiani,What?! What?!! What is it?!
Joey Tribbiani,"Yeah, and I'm a little tired from digging the hole."
Joey Tribbiani,"Well, there's really only one thing you can do."
Joey Tribbiani,You're gonna have to pee on it.
Joey Tribbiani,"Don't blame me, I saw it on The Discovery Channel."
Joey Tribbiani,If you want some privacy you can use my hole.
Joey Tribbiani,Me too.
Joey Tribbiani,No?
Joey Tribbiani,"Sure, it's hard to forget! But that doesn't mean you have to talk about it! A lot of things happened on that trip that we should never, ever talk about."
Joey Tribbiani,"It's between us and the sea, Ross!"
Joey Tribbiani,Nope.
Joey Tribbiani,All right.
Joey Tribbiani,"Well, we have to say something! We have to get it out! It's eating me alive!! Monica got stung by a jellyfish."
Joey Tribbiani,And I was tired from digging the huge hole!
Joey Tribbiani,I'd seen this thing on The Discovery Channel...
Joey Tribbiani,"That's right I stepped up! She's my friend and she needed help! And if I had too, I'd pee on anyone of you! Only, uhh, I couldn't. I got the stage fright. I wanted to help, but there was too much pressure. So-so I uh, I turned to Chandler."
Joey Tribbiani,That's 'cause sometimes I just do it through my wall to freak you out.
Joey Tribbiani,"How many times do I have to tell you! Ya, turn and sliiiide! Y'know, turn and slide."
Joey Tribbiani,"Look, we're not throwing it out! I built this thing with my own hands!"
Joey Tribbiani,"All right. But, you're gonna have to tell them."
Joey Tribbiani,"Looks good, uh?"
Joey Tribbiani,"Hey, the ad alone cost 300 bucks!"
Joey Tribbiani,What kind of profit is that?! And you call yourself an accountant.
Joey Tribbiani,Oh. What do you do?
Joey Tribbiani,What? What's wrong?
Joey Tribbiani,"Dude, Phoebe's mom has got a huge peni..."
Joey Tribbiani,"Well, there were a couple of calls last night, but ah, I don't think any of them are gonna work out."
Joey Tribbiani,Pretty nice?
Joey Tribbiani,Good for you!!
Joey Tribbiani,"Yeah-eah! 200 dollar reward, split five ways!!"
Joey Tribbiani,"Uh, Pheebs, about your mom..."
Joey Tribbiani,How's that going?
Joey Tribbiani,That's so sweet. I'm gonna get some coffee.
Joey Tribbiani,"This is the unit for you my friend. Sturdy construction, tons of storage compartments, some big enough to fit a grown man."
Joey Tribbiani,"Oh yeah! I got in there myself once. My roommate bet me five bucks that I couldn't, and then he stuck a board through the handles that locked me in. Yeah. It was funny 'til I started feeling like I was in a coffin."
Joey Tribbiani,"Oh yeah? If I can't, I'll knock five bucks off the price off the unit."
Joey Tribbiani,Okay. See?! I told ya!
Joey Tribbiani,"Sometimes I get in here just to get away from it! Hey, a nickel!!"
Joey Tribbiani,WHAT?!!
Joey Tribbiani,Yeah...
Joey Tribbiani,"Awww, man! He promised he wouldn't take the chairs!!"
Joey Tribbiani,"Well, this guy came by to look at the unit and-and he said he didn't think big enough to fit a grown man!"
Joey Tribbiani,"I was tryin' to make a sale!! Oh, man, if I ever run into that guy again, do you know what I'm gonna do?"
Joey Tribbiani,"Aww, man, he took the five of spades!! Oh, no-no-no, here it is!"
Joey Tribbiani,"Dude, you don't have to brag! We got nothing here!!"
Joey Tribbiani,Hey!! We are so in luck! Treeger said that we could have all this cool stuff from the basement. Wait right there.
Joey Tribbiani,Huh?!
Joey Tribbiani,"Uh-huh. This and a bunch of bubble wrap. And, some of it is not even popped!"
Joey Tribbiani,Just pickle.
Joey Tribbiani,"Yeah-eh-eah! Oh-oh, sorry, I-I knew what he meant."
Joey Tribbiani,Uhhhh.
Joey Tribbiani,"No! No. But ah, try the classifieds, people sell everything in there."
Joey Tribbiani,Yeah-well-yeah! Yeah-oh-yeah. Come on in.
Joey Tribbiani,He cut off his ear.
Joey Tribbiani,I'm out.
Joey Tribbiani,Wow! That's pretty nice. I thought he cut off his ear 'cause he sucked. What else you got in there?
Joey Tribbiani,"In the woods. No wait-wait, that's the joke answer."
Joey Tribbiani,Spock's birth control.
Joey Tribbiani,Wow! There's a lot I didn't know about vomit. In a minute.
Joey Tribbiani,"Twelve hundred dollars? You think I have $1200? I'm home in the middle of the day, and I got patio furniture in my living room. I guess there's a few things you don't get from book learnin'."
Joey Tribbiani,"How about zero down and zero a month for a long, long time?"
Joey Tribbiani,"You wanna see what I got? Okay? I've got a baby Tootsie Roll, a movie stub, keys, a Kleenex, a rock, and an army man. Hey!"
Joey Tribbiani,"And a 50. Huh, these must be Chandler's pants."
Joey Tribbiani,"Oh, I-I think I'm gonna stick with the V, I wanna see how this bad boy turns out."
Joey Tribbiani,Hey!
Joey Tribbiani,Wh-what's going on?
Joey Tribbiani,No he doesn't!
Joey Tribbiani,"Well, it's good thing you got out when you did, before she blew up like that Vesuvius."
Joey Tribbiani,"Yeah. And speaking of volcanoes, man are they a violent igneous rock formation."
Joey Tribbiani,"Oh yeah, lava spewing, hot ash, of course some are dormant."
Joey Tribbiani,"Well, we can talk about something else. What do you want to talk about? Vivisection? The Vasdeferens? The Vietnam War?"
Joey Tribbiani,"Whoa-whoa, Treeger made you cry?"
Joey Tribbiani,I'm gonna go down there and teach that guy a lesson.
Joey Tribbiani,"All right that's it, school is in session!"
Joey Tribbiani,"Hey! You hold on pal! Now you made my friend, Rachel, cry. So now, you're gonna go up there and apologize to her, unless you want me to call the landlord."
Joey Tribbiani,"Have you heard about a little something called, Not Making Girls Cry."
Joey Tribbiani,I have actually not heard of that.
Joey Tribbiani,Why don't you tell me something I don't know!
Joey Tribbiani,"Well uh, I went down there and told him that no one treats my friends like that and that he'd better come up here and apologize. I'll see you later."
Joey Tribbiani,"He said that he wasn't gonna apologize because you guys are living here illegally, so instead what he's gonna do is have you evicted-I'll see you later."
Joey Tribbiani,Well he made Rachel cry!
Joey Tribbiani,"All right! I'll try! But if I can't, you can stay with Chandler and I until you get settled."
Joey Tribbiani,"All right, all right, all right. I mean I'll have to check with him first, but I'll think he'll be cool with it."
Joey Tribbiani,"Please don't kick Monica and Rachel out, this wasn't there fault, it was mine."
Joey Tribbiani,"No you can't do that, where would the chick and the duck live?"
Joey Tribbiani,"Noo-no-no, no, those are nicknames. I'm the chick and Chandler is the duck."
Joey Tribbiani,"Come on man, just-just let the girls stay, I'll do whatever you want."
Joey Tribbiani,"Yeah-yeah, absolutely."
Joey Tribbiani,"What, what is it?"
Joey Tribbiani,"That's not, prison lingo, is it?"
Joey Tribbiani,"Yeah, there's this superintendent's dance, the Super Ball. I don't know, and he wants to impress Marge, this lady super that he's a crush on."
Joey Tribbiani,"Well, he's too shy, he doesn't thing he's good enough to dance with girls yet."
Joey Tribbiani,"Aww, man, now we won't be bank buddies!"
Joey Tribbiani,"Yeah! Yeah! Yeah! Like-like when I'm doing something exciting and I don't wanna get too excited, I just ahh, y'know try to thing of other things like ah sandwiches, and ah baseball, and ah Chandler!"
Joey Tribbiani,"No-no, thank you."
Joey Tribbiani,"All right, I'm here, let's ahh, get this over with."
Joey Tribbiani,"Whoa-whoa, don't we need to do some kinda preparation first? Like ahh, get really drunk?"
Joey Tribbiani,"No, it's okay, but if I'm Marge, my breasts are coming out my back."
Joey Tribbiani,"Come on man, you're not a potato."
Joey Tribbiani,"Come on Treeger, don't say that. You just ahh, you just need more practice. Here, come on, let's ahh, let's try it again. Come on. Plus, it was, it was probably mostly my fault, anyway. I mean, y'know, I'm not really that comfortable dancing with a- We-he!! Hey!"
Joey Tribbiani,"Ah-ha-ha, you guys owe me big time."
Joey Tribbiani,What?
Joey Tribbiani,No I didn't.
Joey Tribbiani,"No, I'm not! And it wasn't a hop it was a pademarie."
Joey Tribbiani,"All right, well maybe I'm enjoying it a little bit. I mean I'm getting pretty good at it."
Joey Tribbiani,"Hey-hey, hold on, this isn't some kind of like girly dance. All right, it's like a sport, it's manly!"
Joey Tribbiani,All right.
Joey Tribbiani,I don't know how to lead.
Joey Tribbiani,What?!
Joey Tribbiani,"So you ah, ready for our last practice?"
Joey Tribbiani,"Look, you wanna use our place?"
Joey Tribbiani,We did it!!
Joey Tribbiani,"I know, it was amazing! I mean, we totally nailed it, it was beautiful."
Joey Tribbiani,"Oh well, okay, good luck."
Joey Tribbiani,Unless you wanna practice the Foxtrot again? Or-or the Tango?
Joey Tribbiani,Okay.
Joey Tribbiani,Go get 'em Treeger.
Joey Tribbiani,Really?
Joey Tribbiani,"No, I'm good."
Joey Tribbiani,Hey!
Joey Tribbiani,"Hey, I see you guys already met, huh?"
Joey Tribbiani,Didn't I tell ya? Always showin' off.
Joey Tribbiani,"Oh, Kath, we should get going. We're going to by hamsters."
Joey Tribbiani,Hey.
Joey Tribbiani,"Yeah-yeah, I told her about the time you got drunk and fell asleep with your head in the toilet."
Joey Tribbiani,Hey!
Joey Tribbiani,"Hey guys. Listen uh, you wanna get some dinner with me and Kathy tonight?"
Joey Tribbiani,It's 4:30.
Joey Tribbiani,"Okay, I see what's going on here."
Joey Tribbiani,Yeah! You don't like Kathy.
Joey Tribbiani,"Yeah, you've been avoiding her ever since we started going out. Look, I made an effort to like Janice, now I think it's your turn to make an effort to like Kathy by going out to dinner with us. Right?"
Joey Tribbiani,"Good, and hey! My treat. But that's only because you're not eating anything, right?"
Joey Tribbiani,Is she great or what?
Joey Tribbiani,I'll be right back. What was that?
Joey Tribbiani,Kathy was being really nice and you just walked away. I thought we had a deal.
Joey Tribbiani,"I want you to like her! But if that's too damned difficult for you, then the least you can do is pretend."
Joey Tribbiani,"Well then, do it better!"
Joey Tribbiani,"Well, that's pretty good. But you might wanna tone it down a little."
Joey Tribbiani,"Hey! Now, we're not actually gonna be sleeping in her, but do you mind?"
Joey Tribbiani,Hey!
Joey Tribbiani,Why?
Joey Tribbiani,You can pee here!
Joey Tribbiani,"We've only been going out for a couple of weeks, do you think I gotta get her something?"
Joey Tribbiani,"Oh, I know..."
Joey Tribbiani,"Hey. Man, it is so hard to shop for girls."
Joey Tribbiani,It's two gifts in one. It's a pen that's also a clock! Huh?
Joey Tribbiani,Why not?
Joey Tribbiani,"Sure it is! She needs a pen for work, she's writing, she turns it over.... ""Whoa! It's time for my date with Joey!"""
Joey Tribbiani,She didn't have a birthday while we were going out.
Joey Tribbiani,"Look, it's too late, and I got an audition. I can't shop anymore! I..."
Joey Tribbiani,"Thanks, man. And oh, while you're at it, could you get her a card?"
Joey Tribbiani,Or... just get a card that has a poem already in it.
Joey Tribbiani,"So, you just left? Her place was really that bad?"
Joey Tribbiani,Yeah.
Joey Tribbiani,"Wow. Thanks. So, uh, what happened?"
Joey Tribbiani,"All right, so... next time, you take her to your place."
Joey Tribbiani,What kind of smell?
Joey Tribbiani,"All right, listen, Ross... you like this girl, right?"
Joey Tribbiani,"You wanna see her again, right?"
Joey Tribbiani,So you're gonna have to do it in the mess!
Joey Tribbiani,Yeah.
Joey Tribbiani,Yeah!
Joey Tribbiani,All right! Now you go get that beautiful pig! Oink!
Joey Tribbiani,Hey! I'm meeting Kathy in ten minutes! I've been looking all over for you!
Joey Tribbiani,"Our place, the hall! I..."
Joey Tribbiani,A book? Is it like a book that's also a safe?
Joey Tribbiani,"You got it. Thanks man. Thanks for doing this, I owe you one. Oh, hey! There wasn't any change from that twenty, was there?"
Joey Tribbiani,Wow. That's almost as much as a new book.
Joey Tribbiani,Hey!
Joey Tribbiani,"Oh, man, she loved it! She's over there showing Monica and Rachel right now."
Joey Tribbiani,"Hey, listen, I gotta tell ya, I feel kinda bad taking credit for this, because man, am I gonna get a lot of credit for this!"
Joey Tribbiani,Hey!
Joey Tribbiani,"You know, uh... Chandler got you a gift, too."
Joey Tribbiani,"Yeah, he did, look... look, it's right there on the counter! Ha-ho-ho!"
Joey Tribbiani,Ah. Hm. Wanna go to bed?
Joey Tribbiani,"Oh, uh... don't forget your coupon. ."
Joey Tribbiani,"Hey, that coupon expires, you know."
Joey Tribbiani,"Great! All right, so I'll call you later."
Joey Tribbiani,That would be Casey. We're going out tonight.
Joey Tribbiani,"No, things are fine with Kathy. I'm having a late dinner with her tonight, right after my early dinner with Casey."
Joey Tribbiani,Yeah-yeah. And the craziest thing is that I just ate a whole pizza by myself!
Joey Tribbiani,Yeah. Why are you getting so upset?
Joey Tribbiani,What is the big deal? It's not like we're exclusive.
Joey Tribbiani,You got all that from the back of her head?
Joey Tribbiani,Who's Elaine?
Joey Tribbiani,"Hey, it's me. Listen Casey and I were on our way back and had a little car trouble."
Joey Tribbiani,"We broke down on the Parkway, so I have to walk back and get some transmission fluid. And hey, listen could you please tell Kathy that I'll be there as soon as I can."
Joey Tribbiani,"'Cause I only have one quarter, and I think my time is about to-"
Joey Tribbiani,Yeah?
Joey Tribbiani,"Me too, but I guess I do have a couple of more-"
Joey Tribbiani,"Hey dude, it's me."
Joey Tribbiani,"Listen uh, I'm really sorry, it looks like I'm gonna be stuck here for a while. I got the transmission fluid, but when I went to put it in the car, the transmission wasn't there!"
Joey Tribbiani,"Yeah, it must've fallen out a few blocks back. I just figured we hit a dog."
Joey Tribbiani,"Listen uh, could you put Kathy on, I wanna apologize."
Joey Tribbiani,Aww man! I can't believe I locked myself out again!
Joey Tribbiani,Oh my God! What happened here? Did you do all this?
Joey Tribbiani,Why?
Joey Tribbiani,"Well, you're amazing."
Joey Tribbiani,"A TV as if it appears from nowhere! That's the dream! Man, how did you afford this stuff?"
Joey Tribbiani,"Oh, you are the best friends anyone has ever had."
Joey Tribbiani,"Oh-no-no-no, you are! You do this, you give me the great advice, and hey listen, I was thinking about what you said yesterday about focusing on one woman, I'm gonna do that."
Joey Tribbiani,"No-no-no, I think I'm gonna see how things go with Kathy. She's pretty cool."
Joey Tribbiani,"No-no, Kathy."
Joey Tribbiani,"No. No, Kathy."
Joey Tribbiani,Y'know what I think? I think somebody's got a little crush on Casey. How 'bout I fix you two up? What do you think?
Joey Tribbiani,Hey! Samboucha Margarita?
Joey Tribbiani,"Well, we only had samboucha, so it is now."
Joey Tribbiani,What's up?
Joey Tribbiani,You do?
Joey Tribbiani,"Well, you're timing couldn't be better. She's not my girlfriend anymore."
Joey Tribbiani,"Yeah, she broke up with me."
Joey Tribbiani,"Just now, after acting class. At first I thought she was doing some kind of scene, that's why I let people watch."
Joey Tribbiani,"Well, I've been better. But, I'm all right. So you like her huh?"
Joey Tribbiani,"No-no-no, no it's uh, it's okay."
Joey Tribbiani,Yeah. You know why? 'Cause you came to me first.
Joey Tribbiani,"But hey, listen just so you know, you might have you're work cut out for you. 'Cause when I talked to her, I kinda got the feeling that she's into some other guy. So..."
Joey Tribbiani,Who?
Joey Tribbiani,What?
Joey Tribbiani,And what?! Did you sleep with her?!
Joey Tribbiani,What?!! That's even worse!!
Joey Tribbiani,I don't know! But it's the same!
Joey Tribbiani,Who cares?! You went behind my back! I would never do that to you!
Joey Tribbiani,"Over the line?! You-you're-you're so far past the line, that you-you can't even see the line! The line is a dot to you!"
Joey Tribbiani,"Is that why you bought all this stuff?! Well, y'know what I will not watch your TV, I will not listen to your stereo, and there's a cinnamon raisin loaf in the new bread maker that I'm not gonna eat! You know why?!"
Joey Tribbiani,"Because it's all tainted with your betrayal. From now on this apartment is empty for me! And I'm not happy about you either. Oh, and just so you know, I made that bread for you."
Joey Tribbiani,Hello.
Joey Tribbiani,Hello.
Joey Tribbiani,Stop callin'!!
Joey Tribbiani,All right!
Joey Tribbiani,Hey!
Joey Tribbiani,I'm sending back all this stuff that Chandler bought out of guilt.
Joey Tribbiani,No! I'm putting that in my room.
Joey Tribbiani,"Back when you and Rachel were together, if Chandler had kissed her, would you hear him out?"
Joey Tribbiani,Five years.
Joey Tribbiani,Hey! Don't do the crime if you can't do the time.
Joey Tribbiani,"No, was my best friend. Anyway, I don't know why you're pushing for him so hard. With him out of the way as my best friend, there's a spot open."
Joey Tribbiani,Yeah!
Joey Tribbiani,What?
Joey Tribbiani,All right. But if you weren't my best friend.
Joey Tribbiani,"Hey Gunther, have you uh, have you seen Chandler?"
Joey Tribbiani,
Joey Tribbiani,My folks.
Joey Tribbiani,I don't know. I might stay there for a few days while I look for an apartment.
Joey Tribbiani,"Yeah, y'know at first I thought we could talk about this y'know, work it out, but uh, seeing you two together I don't think I..."
Joey Tribbiani,"Look, it's not about her. Okay? But seeing you two together just reminds me of what you did. And I don't want to live with some one who doesn't know what it is to be a friend. So, I'll see ya."
Joey Tribbiani,Yeah! You did! And that's why I'm leaving.
Joey Tribbiani,"When that guy was robbing us, and I was locked in the entertainment unit for like six hours, you know what I was doing in there all that time? I was thinking about how I let you down!"
Joey Tribbiani,"Yeah! But if would've know what kind of friend you were gonna turn out to be, I wouldn't have worried about it so much! See you around!"
Joey Tribbiani,We've got a box.
Joey Tribbiani,What's twisted?
Joey Tribbiani,Ewwwww!! Ew! Ew! Ew!
Joey Tribbiani,He's fine!
Joey Tribbiani,Chandler?
Joey Tribbiani,Hey!
Joey Tribbiani,He's doin' some thinkin'!
Joey Tribbiani,You kissed my girlfriend!
Joey Tribbiani,That doesn't sound like thinking to me!
Joey Tribbiani,Y'know I don't think you should be talking at all in there! I think you've got to much thinking to do to be talking and making jokes!
Joey Tribbiani,"All right, look! If this is just a big joke to you, then forget about it, all right?! This means something to me! And if it doesn't mean anything to you, then you should get out of there, otherwise you're just an idiot in a box!"
Joey Tribbiani,So are you gonna start taking this thing seriously?
Joey Tribbiani,That sounds like another word to me! Are you gonna take this seriously? Okay.
Joey Tribbiani,I'll get it.
Joey Tribbiani,Hey.
Joey Tribbiani,That's okay. Chandler's the one I'm mad at.
Joey Tribbiani,In the box.
Joey Tribbiani,Open the box!!
Joey Tribbiani,"He can still catch her! Come on, get out of there! Get out of there!"
Joey Tribbiani,"Yeah, we're gonna be fine! Get out!"
Joey Tribbiani,"Yeah, you did some real good thinkin' in there."
Joey Tribbiani,Now go! 'Cause you can still catch her! And Merry Christmas from you're secret Santa!
Joey Tribbiani,"All right, who got Chandler? 'Cause I uh, need to trade."
Joey Tribbiani,"Uhh, that's not them. I'm gonna go call the police."
Joey Tribbiani,I think I know that girl.
Joey Tribbiani,"Oh yeah, I definitely know her."
Joey Tribbiani,"Really. And what do you mean you never have fun anymore? You have fun with me, remember that time we saw those strippers and you paid me 50 bucks to eat that book?"
Joey Tribbiani,"Well, why do you call him Gandolf?"
Joey Tribbiani,"No, I had sex in high school."
Joey Tribbiani,"Will you calm down, he's just a human guy."
Joey Tribbiani,Really?!
Joey Tribbiani,"All right, I'll see you guys."
Joey Tribbiani,"I have an audition, but I'll definitely hook up with you later. Where are you gonna be around noon?"
Joey Tribbiani,Okay.
Joey Tribbiani,Hey! What are you guys doing here? I thought you'd be out partying with Gandel-worf.
Joey Tribbiani,So you've been sittin' around here all mornin'?
Joey Tribbiani,So what if he didn't come! We can still go out and party ourselves!
Joey Tribbiani,"Well, we could do that!"
Joey Tribbiani,"We'll do it all, and better! Look, after tonight, Gandolf will want to party with us, dude! Come on!"
Joey Tribbiani,Yeah!
Joey Tribbiani,Yeah!!
Joey Tribbiani,Yeah! All right? Let's go!
Joey Tribbiani,Yeah!!!
Joey Tribbiani,"All right, so we'll get a little coffee, and get energized, and we'll head back out."
Joey Tribbiani,"So, we're having fun, right?"
Joey Tribbiani,"We don't need that wizard guy. We hit a couple of clubs, talked to some strangers, and uh, after this, we'll head down to the docks and see about that boat thing."
Joey Tribbiani,Are you serious?!
Joey Tribbiani,Thank God! I'm exhausted!
Joey Tribbiani,"Yeah, but uh, I don't want to be up too late, so uh, I'll have a decaf."
Joey Tribbiani,"I can't hear a word you're saying, my ears are ringing so bad."
Joey Tribbiani,"Yeah, I know."
Joey Tribbiani,Yeah!
Joey Tribbiani,Yeah! And I like to hang out in a quiet place where I can talk to my friends.
Joey Tribbiani,"We're 29, we're not women."
Joey Tribbiani,"Done! I did it! Heh, who's stupid now?"
Joey Tribbiani,"Well, I know what I'm giving you for Christmas."
Joey Tribbiani,Ohhh!
Joey Tribbiani,"Hey, Mon! I'm not doing anything, why don't you fire me?"
Joey Tribbiani,Good enough to get fired.
Joey Tribbiani,Hey! That must be why I got fired last week! Does this Orson Wells guy direct Burger King commercials?
Joey Tribbiani,Yes!
Joey Tribbiani,What are you talking about? Lots of things rhyme with Rachel. Bagel. Mail. Jail. Bail. Able. May-pole.
Joey Tribbiani,Sure! Where are the seats?
Joey Tribbiani,"Now, wait a second! You make food and robots?"
Joey Tribbiani,"Yeah, lady, I do! I got a problem with that!"
Joey Tribbiani,"Oh, what are you gonna do? You're gonna fire me?"
Joey Tribbiani,Hey!
Joey Tribbiani,Damn!
Joey Tribbiani,Hey.
Joey Tribbiani,"Hey, what happened to your fancy chef's jacket?"
Joey Tribbiani,You got it! Oh-oh!
Joey Tribbiani,It's still a tiny bit on fire there.
Joey Tribbiani,"Yeah. Listen uh, I'd prefer it if you didn't call me Joey. Since I don't know anyone here, I thought it'd be cool to try out a cool work nickname."
Joey Tribbiani,There's like-there's like 300 bucks in this one!
Joey Tribbiani,No ma'am.
Joey Tribbiani,"I am so-so-so sorry. I was gonna do it! Really! But I was standing there with 327 dollars in one hand and 238 dollars in the other hand, and I was thinking, ""Wow! It's been a long time since I had... 327 + 238 dollars!"""
Joey Tribbiani,"And I gotta pay rent! Look, how-how about this? You don't fire me, instead I stay here, I gain their trust, and they'll start listening to all the nice things I've been saying about you."
Joey Tribbiani,"Well nothing yet, they really hate you and I want to fit in."
Joey Tribbiani,Hey! Chef Geller! Y'know that little speech you made the other day? Well I got a problem with it!
Joey Tribbiani,"You bet I do! I just ah, wasn't listening then, that's all."
Joey Tribbiani,What are you gonna do? You're gonna fire me?
Joey Tribbiani,Well I guess I should've thought about my wife and kids before I talked back to chef Geller!
Joey Tribbiani,Yep! Looks like it's gonna be a leeeeean Christmas at the Dragon house this year.
Joey Tribbiani,Lean-lean-lean!
Joey Tribbiani,"Hey! You guys! Check it out, check it out! Guess which job I got."
Joey Tribbiani,"Oh, ah, tour guide at the museum. Yeah, Ross got it for me."
Joey Tribbiani,"No, not really. They give you all the information, it's uh, it's like memorizing a script. ""And on your left, you have Tyrannosaurus Rex, a carnivore from the Jurassic period."
Joey Tribbiani,"Yeah but, I can pronounce Jurassic."
Joey Tribbiani,You're really thinking about having sex with your brother?!
Joey Tribbiani,Huh.
Joey Tribbiani,"No, Pheebs, listen, if you decide to do this, we'll be supportive like crazy."
Joey Tribbiani,"Okay, now the Mastodon is from the semi-late Jurassic period."
Joey Tribbiani,"Shhh! This is a museum, no talking. Right down here, we have a large foot. Uhh, and over here we have Ross Geller. Everyone wave 'Hi' to Ross. Ross is one of our most important scientists, look at him, hard at work. Okay, moving right along. Come on."
Joey Tribbiani,"Uhh, do you mind sitting there. I'm-I'm saving this for my friend Ross."
Joey Tribbiani,Doctor? Wow! I didn't know he had a nickname.
Joey Tribbiani,"Well, how-how come?"
Joey Tribbiani,That's crazy.
Joey Tribbiani,"I-I think everybody's pretending they don't hear you. Anyway, look, I don't know about you and your jackets and your separate tables, but Ross is one of my best friends, and if I save him a seat, I'm telling you, he will sit in it! Ross! Ross! Over here, man! I-I saved you seat."
Joey Tribbiani,"It's no big deal. Hey, y'know, you do what you gotta do. Right?"
Joey Tribbiani,Whatever.
Joey Tribbiani,"Look, Ross, really it's-it's no big deal. Y'know you wear a white coat, I wear a blue blazer, if that means we can't be friends at work, then so be it. Y'know, hey I understand. Y'know? Hey, when I'm in a play and you're in the audience, I don't talk to you, right? So it's y'know, it's uh, it's cool. I'll see you tomorrow."
